host,dnt,user-agent,accept,accept-encoding,accept-language,ad,canvas,cookies,font-flash,language-flash,platform-flash,languages-js,platform,plugins,screen_width,screen_height,screen_depth,storage_local,storage_session,timezone,userAgent-js,webGLVendor,webGLRenderer
0,0,2791,0,0,4,1,179,0,0,0,0,35,8,1,10,86,0,0,0,4,2468,12,160
0,0,15,3,0,13,1,15,0,0,0,0,6,5,1,7,9,1,0,0,0,15,7,14
0,1,134,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,104,0,0
0,0,2027,0,0,19,1,0,0,0,0,0,18,0,11,3,3,0,0,0,1,1788,0,91
0,0,53,1,0,12,1,163,0,0,0,0,3,2,1,2,1,0,0,0,2,154,3,247
0,1,82,3,0,12,0,95,0,0,0,0,3,9,1,16,349,0,0,0,4,84,12,49
0,0,249,1,0,12,1,2117,0,0,0,0,3,1,1,3,7,0,0,0,2,196,2,2
0,1,916,3,0,12,1,14,0,0,0,0,3,4,1,28,548,0,0,0,1,810,2,2
0,1,2671,0,0,19,1,179,0,0,0,0,18,8,1,28,46,0,0,0,1,2346,12,36
0,0,15,3,0,13,1,15,0,0,0,0,6,5,1,7,9,1,0,0,0,15,7,14
0,1,2548,0,0,3,1,45,0,0,0,0,3,8,1,28,37,0,0,0,0,2231,12,36
0,0,15,3,0,174,1,15,0,0,0,0,123,5,1,24,32,1,0,0,7,15,7,14
0,0,1632,0,0,1249,0,123,0,0,0,0,1058,2,0,3,7,0,0,0,5,1463,3,5
0,0,15,3,0,13,1,64,0,0,0,0,6,5,1,20,33,1,0,0,5,15,7,14
0,1,14,3,0,297,1,14,0,0,0,0,80,4,1,28,324,0,0,0,1,14,2,2
0,0,390,0,0,3,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,330,0,6
0,0,2792,0,0,3,0,315,0,0,0,0,6,8,1,19,23,0,0,0,8,2469,12,100
0,0,2600,0,0,3,1,173,0,0,0,0,3,8,1,10,123,0,0,0,0,2277,12,451
0,0,127,1,0,12,1,133,0,1,1,1,3,1,7,3,3,0,0,0,11,103,1,118
0,1,17,1,0,12,1,11,0,0,0,0,3,2,1,3,3,0,0,0,4,18,3,3
0,0,1786,0,0,3,0,493,0,0,0,0,3,0,14,6,8,0,0,0,5,1592,18,263
0,0,17,1,0,12,0,267,0,0,0,0,3,2,1,3,3,0,0,0,0,18,3,23
0,0,2119,0,0,3,0,9,0,1,1,1,3,2,48,3,3,0,0,0,2,1870,3,107
0,0,53,1,0,12,1,163,0,0,0,0,3,2,1,2,1,0,0,0,2,154,3,247
1,1,27,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,2793,0,0,125,1,117,0,0,0,0,80,8,1,19,29,0,0,0,4,2470,13,76
1,0,18,3,3,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,53,1,0,12,1,163,0,0,0,0,3,2,1,2,1,0,0,0,1,154,3,247
0,0,1632,0,0,3,0,3,0,0,0,0,3,2,0,3,3,0,0,0,0,1463,3,168
0,1,2794,0,0,3,1,45,0,0,0,0,3,8,1,19,29,0,0,0,8,2471,12,49
0,0,1786,0,0,3,0,39,0,0,0,0,3,0,0,46,6,0,0,0,0,1592,6,82
0,0,1632,0,0,3,1,3,0,0,0,0,3,2,42,29,38,0,0,0,0,1463,3,55
0,0,17,1,0,12,1,229,0,0,0,0,3,2,1,29,38,0,0,0,0,18,3,55
0,1,17,1,0,12,1,11,0,0,0,0,3,2,1,3,3,0,0,0,4,18,3,230
1,0,18,3,3,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,278,3,0,12,0,1159,0,1,1,1,3,2,29,6,8,0,0,0,0,223,3,25
0,0,390,0,0,3,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,330,0,6
0,0,1632,0,0,3,1,3,0,0,0,0,3,2,0,4,5,0,0,0,0,1463,3,101
0,0,1632,0,0,514,1,56,0,0,0,0,413,2,0,1,1,0,0,0,1,1463,3,70
0,0,1786,0,0,3,0,39,0,0,0,0,3,0,0,46,6,0,0,0,0,1592,6,82
1,0,18,3,3,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
1,0,18,3,3,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,17,1,0,991,0,11,0,0,0,0,329,2,1,5,6,0,0,0,4,18,3,150
0,0,2795,5,3,397,1,2596,0,0,0,0,639,8,1,19,549,0,0,0,4,2472,12,42
0,1,17,1,0,1,0,2597,0,0,0,0,1,2,1,99,149,0,0,0,1,18,3,25
0,0,1632,0,0,3,1,3,0,0,0,0,3,2,42,29,38,0,0,0,0,1463,3,55
0,1,1632,0,0,3,0,8,0,0,0,0,3,2,0,5,6,0,0,0,3,1463,3,65
0,1,82,3,0,12,0,95,0,0,0,0,3,9,1,16,349,0,0,0,4,84,12,49
0,0,17,1,0,12,1,229,0,0,0,0,3,2,1,29,38,0,0,0,0,18,3,55
0,1,127,1,0,12,1,133,0,1,1,1,3,1,7,3,3,0,0,0,11,103,1,118
0,0,5,3,0,13,1,5,0,1,1,1,6,0,8,6,8,0,0,0,0,5,6,82
0,1,303,1,0,1,1,966,0,1,1,1,1,2,6,3,3,0,0,0,1,248,3,563
0,0,558,3,0,85,1,127,0,0,0,0,6,2,21,29,38,0,0,0,0,477,17,55
0,0,15,3,0,13,1,15,0,0,0,0,6,5,1,7,9,1,0,0,2,15,7,14
0,0,463,3,0,13,1,245,0,0,0,0,6,0,1,41,5,1,0,0,3,392,7,14
0,0,390,0,0,3,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,330,0,6
2,1,17,1,0,12,0,229,3,0,0,0,3,2,1,15,17,0,3,3,0,18,3,63
0,0,2119,0,0,3,0,9,0,1,1,1,3,2,48,3,3,0,0,0,2,1870,3,107
0,1,2796,0,0,227,1,315,0,0,0,0,5,8,1,10,13,0,0,0,4,2473,12,42
0,1,3,0,0,3,1,4,0,0,0,0,3,2,0,11,0,0,0,0,0,3,3,3
0,1,602,5,0,306,1,571,0,0,0,0,236,4,1,28,46,0,0,0,4,516,13,367
0,0,2797,2,0,3,1,2598,0,0,0,0,6,9,1,28,12,0,0,0,0,2474,12,160
0,1,17,1,0,12,0,11,0,1,1,1,3,2,6,11,0,0,0,0,8,18,3,77
2,1,17,1,0,12,0,229,3,0,0,0,3,2,1,15,17,0,3,3,0,18,3,63
0,0,4,0,0,3,0,8,0,0,0,0,3,2,0,3,3,0,0,0,8,4,3,65
0,0,390,0,0,3,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,330,0,6
0,0,390,0,0,3,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,330,0,6
0,1,1632,0,0,183,0,3,0,0,0,0,133,2,0,15,17,0,0,0,0,1463,3,55
0,0,44,3,0,13,1,15,0,0,0,0,6,5,1,24,32,1,0,0,8,42,7,14
0,0,2797,2,0,3,1,2598,0,0,0,0,6,9,1,28,12,0,0,0,0,2474,12,160
1,1,17,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,3,0,0,3,1,248,0,0,0,0,3,2,0,3,3,0,0,0,8,3,3,338
0,1,1632,5,0,125,1,2599,0,0,0,0,80,2,11,3,3,0,0,0,4,1463,11,378
0,1,2798,2,0,40,0,112,0,0,0,0,39,8,1,72,444,0,0,0,3,2475,12,100
0,0,1624,0,0,3,1,1084,0,0,0,0,3,2,0,2,1,0,0,0,1,1457,3,5
0,1,2798,2,0,1228,0,112,0,0,0,0,39,8,1,72,444,0,0,0,3,2475,12,100
0,0,82,3,0,108,0,95,0,0,0,0,65,9,1,16,89,0,0,0,32,84,12,49
2,0,2799,3,0,5,1,15,0,0,0,0,5,5,1,24,32,1,0,0,1,2476,7,14
0,0,2800,0,3,1250,1,249,0,0,0,0,1059,8,1,19,93,0,0,0,1,2477,12,49
0,1,127,1,0,12,0,34,0,0,0,0,3,1,1,11,0,0,0,0,4,103,1,128
0,0,2801,0,0,1157,0,27,0,0,0,0,978,8,1,19,93,0,0,0,1,2478,2,2
0,0,2802,0,3,3,1,42,0,0,0,0,6,8,1,28,37,0,0,0,8,2479,12,36
0,0,540,2,0,3,1,2600,0,0,0,0,6,9,1,19,29,0,0,0,5,459,12,42
0,0,15,3,0,13,0,64,0,0,0,0,6,5,1,7,26,1,0,0,0,15,7,14
0,0,540,2,0,3,1,509,0,0,0,0,3,9,1,19,29,0,0,0,5,459,12,42
0,1,13,1,0,12,0,254,0,0,0,0,3,0,1,4,4,0,0,0,3,13,0,61
0,0,2803,0,3,296,1,42,0,0,0,0,680,8,1,19,22,0,0,0,3,2480,12,42
0,0,197,1,3,111,1,151,0,0,0,0,3,2,23,4,5,0,0,0,12,151,3,558
0,1,127,1,0,12,0,34,0,0,0,0,3,1,1,176,157,0,0,0,0,103,16,114
0,0,35,1,0,14,1,2601,0,0,0,0,14,1,1,5,3,0,0,0,4,33,2,2
0,0,1632,0,0,181,0,3,0,0,0,0,130,2,0,4,12,0,0,0,4,1463,3,101
1,0,1580,0,0,3,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,2119,0,0,1251,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,1870,0,6
0,0,2804,5,0,3,1,108,0,0,0,0,3,8,1,28,37,0,0,0,3,2481,12,42
0,1,27,1,0,1,1,14,0,0,0,0,1,2,1,3,531,0,0,0,1,26,2,2
0,0,2119,0,0,1252,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,1870,0,6
0,0,2119,0,0,1253,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,1870,0,6
0,0,2119,0,0,879,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,1870,0,6
0,0,1632,0,0,3,1,3,0,0,0,0,3,2,0,3,3,0,0,0,8,1463,3,23
0,0,163,0,0,822,1,114,0,0,0,0,1060,0,0,3,3,0,0,0,0,120,0,91
1,1,13,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,2119,0,0,1254,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,1870,0,6
1,1,17,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
1,0,1823,0,0,3,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,15,3,0,5,0,15,0,0,0,0,5,5,1,24,32,1,0,0,1,15,7,14
1,1,13,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,779,3,0,85,1,1076,0,0,0,0,6,9,1,93,550,0,0,0,1,680,12,42
0,0,2805,5,3,179,1,1605,0,0,0,0,822,8,1,19,29,0,0,0,4,2482,13,76
1,1,13,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,1823,0,0,3,0,1584,0,0,0,0,3,1,14,3,3,0,0,0,4,1627,3,5
1,1,13,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,17,1,0,12,0,11,0,0,0,0,3,2,1,11,0,0,0,0,0,18,3,131
0,1,1632,0,0,3,0,3,0,0,0,0,3,2,0,15,17,0,0,0,3,1463,3,55
0,0,2806,5,0,3,0,2602,0,0,0,0,6,8,1,41,5,0,0,0,5,2483,26,297
0,1,368,1,0,12,1,11,0,0,0,0,3,2,1,34,551,6,0,0,5,310,3,953
0,0,2119,0,0,3,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,1870,0,6
0,1,254,0,0,33,0,39,0,0,0,0,32,0,0,46,6,0,0,0,3,201,6,34
0,1,2807,0,0,1255,1,2603,0,0,0,0,6,4,1,28,46,0,0,0,2,2484,12,305
0,1,17,1,0,12,0,11,0,0,0,0,3,2,1,11,0,0,0,0,0,18,3,131
0,0,27,3,0,12,0,14,0,0,0,0,3,2,1,66,84,0,0,0,1,26,2,2
0,1,1045,3,0,544,0,2604,0,1,1,1,135,2,122,3,3,0,0,0,46,2485,2,2
0,1,368,1,0,12,1,11,0,0,0,0,3,2,1,190,455,3,0,0,5,310,3,147
0,1,53,1,0,14,0,1571,0,1,1,1,14,2,6,221,320,0,0,0,4,154,3,203
0,0,27,3,0,12,1,14,0,0,0,0,3,2,1,17,51,0,0,0,1,26,2,2
0,0,160,3,0,13,1,15,0,0,0,0,6,5,1,24,32,1,0,0,5,117,7,14
0,0,2502,2,0,15,1,2422,0,0,0,0,15,2,0,1,1,0,0,0,11,2195,3,921
2,1,27,1,0,12,0,14,0,0,0,0,3,1,1,3,477,0,0,0,1,68,2,2
0,1,2716,0,0,4,1,2534,0,0,0,0,35,8,1,28,75,0,0,0,3,2393,26,841
0,0,2072,0,0,3,0,39,0,0,0,0,3,0,14,46,6,0,0,0,3,1826,6,34
0,1,27,1,0,12,1,14,0,0,0,0,3,2,1,3,531,0,0,0,1,26,2,2
0,1,17,1,0,14,0,11,0,0,0,0,14,2,1,3,3,0,0,0,4,18,3,63
0,1,123,1,0,12,1,85,0,1,1,1,3,0,17,4,4,0,0,0,3,101,0,4
1,0,27,3,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,27,1,0,12,1,14,0,0,0,0,3,2,1,17,497,0,0,0,1,26,2,2
0,0,2808,0,3,3,1,2605,0,0,0,0,6,4,1,28,46,0,0,0,0,2486,13,69
0,1,28,0,0,1256,0,2606,0,0,0,0,355,2,0,3,3,0,0,0,4,186,3,298
2,0,27,3,0,12,1,14,0,0,0,0,3,1,1,22,83,0,0,0,1,68,2,2
1,0,841,3,3,457,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
1,0,841,3,3,457,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,32,3,0,12,0,1205,0,0,0,0,3,9,1,28,207,0,0,0,3,30,12,86
0,0,2633,3,2,96,1,382,0,0,0,0,53,12,1,26,131,1,0,0,0,2310,7,14
0,0,44,3,0,13,1,64,0,0,0,0,6,5,1,7,26,1,0,0,8,42,7,14
0,0,14,3,0,12,0,14,0,0,0,0,3,4,1,16,546,0,0,0,1,14,2,2
0,1,32,3,0,12,1,890,0,0,0,0,3,9,1,16,19,0,0,0,0,30,12,42
0,0,36,0,0,3,0,145,0,0,0,0,3,1,0,1,1,0,0,0,4,34,1,163
0,0,32,3,0,297,1,603,0,0,0,0,80,9,1,28,224,0,0,0,4,30,13,83
0,1,53,1,0,12,0,1352,0,1,1,1,3,2,36,21,1,0,0,0,8,154,3,954
0,0,11,1,0,12,0,11,0,1,1,1,3,2,271,3,3,0,0,0,0,11,3,70
0,0,1773,0,0,3,0,724,0,0,0,0,3,2,14,3,3,0,0,0,3,1744,3,198
0,0,4,0,0,257,1,1768,0,0,0,0,19,2,0,11,0,0,0,0,11,4,3,30
0,0,2809,0,0,3,1,315,0,0,0,0,6,8,1,28,46,0,0,0,0,2487,12,100
0,0,63,2,0,15,1,61,0,0,0,0,15,2,0,1,1,0,0,0,11,63,3,54
0,0,1344,0,0,240,1,45,0,0,0,0,183,8,1,19,29,0,0,0,0,1182,12,49
0,0,201,0,0,19,0,114,0,0,0,0,18,0,14,0,0,0,0,0,0,156,0,0
0,1,256,3,0,12,1,67,0,0,0,0,3,1,1,4,4,0,0,0,4,203,1,31
0,0,2810,0,3,19,1,1186,0,0,0,0,128,8,1,10,13,0,0,0,1,2488,12,218
0,0,17,1,0,12,0,229,0,1,1,1,3,2,29,15,17,0,0,0,8,18,3,23
0,0,520,3,0,12,1,232,0,0,0,0,3,2,1,3,3,0,0,0,3,446,3,30
0,1,2220,0,0,1050,1,2161,0,0,0,0,882,4,1,2,1,0,0,0,4,1966,12,305
0,0,66,3,0,170,1,15,0,0,0,0,119,0,1,26,34,1,0,0,4,66,7,14
0,0,1167,0,0,3,0,476,0,0,0,0,3,0,0,0,0,0,0,0,3,1028,0,359
0,0,765,1,0,12,1,187,0,1,1,1,3,0,17,4,4,0,0,0,0,666,0,61
0,1,1501,3,0,11,0,883,0,1,1,1,11,1,272,3,7,0,0,0,0,1332,22,955
0,0,1408,3,0,13,1,64,0,0,0,0,6,5,1,24,28,1,0,0,5,192,7,14
0,1,11,1,0,12,0,11,0,0,0,0,3,2,1,3,7,0,0,0,5,11,3,143
0,0,1788,0,0,261,1,2566,0,0,0,0,1061,8,1,19,23,0,0,0,2,1595,13,144
0,1,4,0,0,386,0,2607,0,0,0,0,329,2,42,3,7,0,0,0,4,4,3,8
0,0,1819,0,0,19,0,321,0,1,1,1,18,1,52,3,3,0,0,0,1,1623,18,722
0,0,1632,0,0,3,0,3,0,0,0,0,3,2,14,3,3,0,0,0,0,1463,3,63
0,1,17,1,0,12,0,11,0,1,1,1,3,2,151,3,3,0,0,0,0,18,3,30
0,0,363,2,0,15,1,1910,0,0,0,0,15,2,0,21,1,0,0,0,11,305,3,219
0,0,2811,0,3,19,1,708,0,0,0,0,128,8,1,10,13,0,0,0,2,2489,13,596
0,0,27,3,0,14,1,14,0,0,0,0,14,2,1,17,51,0,0,0,1,26,2,2
0,0,201,0,0,3,0,114,0,0,0,0,3,0,0,0,0,0,0,0,0,156,0,91
0,0,2119,0,0,3,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,1870,42,956
0,1,2280,0,0,24,1,3,0,0,0,0,23,2,12,3,3,0,0,0,4,2490,3,97
0,0,2119,0,0,3,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,1870,3,107
0,1,2631,0,0,1257,1,179,0,0,0,0,1062,8,1,19,23,0,0,0,4,2307,12,100
1,1,27,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,201,0,0,3,0,114,0,0,0,0,3,0,0,0,0,0,0,0,0,156,0,91
0,0,17,1,0,137,1,11,0,0,0,0,92,2,1,3,3,0,0,0,4,18,3,97
0,0,1632,0,0,19,1,3,0,0,0,0,18,2,0,34,53,0,0,0,1,1463,3,23
0,0,2789,5,58,115,1,2595,0,0,0,0,33,9,1,28,199,0,0,0,12,2466,13,56
0,1,17,1,0,137,1,11,0,0,0,0,92,2,1,3,3,0,0,0,4,18,3,97
0,0,2812,0,3,3,1,249,0,0,0,0,6,8,1,19,23,0,0,0,0,2491,12,100
2,0,15,3,0,13,1,64,0,0,0,0,6,5,1,20,33,1,0,0,8,15,7,14
2,0,1632,0,0,1258,1,4,0,0,0,0,1063,2,0,1,1,0,0,0,4,1463,3,3
0,0,38,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,36,0,0
0,0,17,1,0,12,0,255,0,1,1,1,3,2,6,4,12,0,0,0,0,18,3,90
0,1,17,1,0,12,0,11,0,0,0,0,3,2,1,5,6,0,0,0,5,18,3,509
0,1,17,1,0,137,0,229,0,1,1,1,92,2,6,15,94,0,0,0,4,18,3,142
0,0,2813,0,3,3,1,308,0,0,0,0,6,8,1,28,75,0,0,0,3,2492,12,724
1,1,1582,0,0,4,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,303,1,0,1,0,966,0,1,1,1,1,2,6,3,3,0,0,0,1,248,3,563
0,1,82,3,0,12,0,511,0,0,0,0,3,9,1,24,192,0,0,0,2,84,12,42
0,0,2814,0,3,3,1,42,0,0,0,0,6,8,1,227,39,0,0,0,5,2493,12,36
0,0,2698,0,3,3,1,249,0,0,0,0,6,8,1,228,97,0,0,0,8,2374,12,42
0,1,17,1,0,12,1,104,0,1,1,1,3,2,6,15,17,0,0,0,0,18,3,3
0,0,1907,0,0,3,0,0,0,0,0,0,3,0,0,5,6,0,0,0,0,1683,0,195
0,0,2815,2,0,15,1,59,0,0,0,0,15,2,0,21,1,0,0,0,11,2494,3,957
0,0,1926,0,3,3,1,249,0,0,0,0,6,8,1,19,23,0,0,0,8,1699,12,36
0,0,82,3,0,108,0,95,0,0,0,0,65,9,1,16,362,0,0,0,0,84,12,49
0,1,3,0,0,1259,0,123,0,0,0,0,1064,2,0,4,12,0,0,0,0,3,3,5
0,1,1786,0,0,1260,0,0,0,0,0,0,1065,0,0,29,18,0,0,0,4,1592,0,12
0,1,11,1,0,12,0,11,0,1,1,1,3,2,29,3,3,0,0,0,1,11,3,97
0,0,1632,0,0,1220,1,3,0,0,0,0,1031,2,0,3,7,0,0,0,0,1463,3,55
0,0,2119,0,0,3,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,1870,3,107
0,0,1632,0,0,632,0,4,0,0,0,0,511,2,0,15,17,0,0,0,4,1463,3,63
0,0,411,3,2,13,1,251,0,0,0,0,6,12,1,41,5,1,0,0,8,347,7,14
0,1,13,1,0,12,1,254,0,1,1,1,3,0,17,0,0,0,0,0,0,13,0,125
2,0,27,3,0,12,1,14,0,0,0,0,3,0,1,17,0,0,0,0,1,52,2,2
0,0,1632,0,0,3,0,27,0,0,0,0,3,2,14,15,17,0,0,0,1,1463,2,2
0,0,1895,0,0,3,0,325,0,0,0,0,3,0,0,3,3,0,0,0,0,1674,6,92
0,0,2339,3,2,13,1,382,0,0,0,0,6,5,1,7,26,1,0,0,0,2495,7,699
0,1,1632,0,0,3,0,8,0,0,0,0,3,2,0,3,3,0,0,0,0,1463,3,25
0,0,1632,0,0,1261,0,56,0,0,0,0,1066,2,0,1,1,0,0,0,4,1463,3,30
0,1,77,1,0,12,0,364,0,1,1,1,3,0,17,6,8,0,0,0,8,79,0,12
0,0,2119,0,0,3,0,9,0,1,1,1,3,2,48,3,3,0,0,0,2,1870,3,107
0,1,17,1,0,12,1,11,0,1,1,1,3,2,6,3,3,0,0,0,8,18,3,55
0,1,17,1,0,14,0,11,0,0,0,0,14,2,1,3,3,0,0,0,4,18,3,131
0,1,715,3,0,12,0,232,0,0,0,0,3,2,1,3,3,0,0,0,0,620,3,90
0,0,17,1,0,34,1,234,0,1,1,1,33,2,6,3,3,0,0,0,2,18,3,107
0,1,1632,0,0,672,1,8,0,0,0,0,545,2,0,3,3,0,0,0,0,1463,3,295
0,1,17,1,0,12,0,35,0,0,0,0,3,2,1,3,3,0,0,0,1,18,3,137
0,0,2339,3,2,13,1,382,0,0,0,0,6,5,1,7,26,1,0,0,0,2495,7,699
0,0,27,3,0,12,1,14,0,0,0,0,3,2,1,17,0,0,0,0,1,26,2,2
0,1,616,3,0,12,0,32,0,0,0,0,3,9,1,436,65,0,0,0,0,529,12,86
0,0,5,3,0,5,1,2608,0,0,0,0,5,0,3,0,0,0,0,0,4,5,0,61
0,0,2816,2,3,85,1,1541,0,0,0,0,6,9,1,28,46,1,0,0,0,2496,12,100
0,0,211,1,0,12,0,11,0,0,0,0,3,2,1,4,4,0,0,0,1,164,3,18
0,1,1786,0,0,1260,0,0,0,0,0,0,1065,0,0,29,18,0,0,0,4,1592,0,12
0,1,1786,0,0,1260,0,0,0,0,0,0,1065,0,0,29,18,0,0,0,4,1592,0,12
0,1,419,3,0,12,1,2609,0,0,0,0,3,1,1,6,8,0,0,0,4,354,1,103
0,1,4,0,0,3,0,56,0,0,0,0,3,2,0,15,17,0,0,0,0,4,3,47
0,1,17,1,0,12,1,35,0,0,0,0,3,2,1,3,3,0,0,0,2,18,3,8
0,0,2119,0,0,3,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,1870,3,107
0,0,1632,0,0,3,1,4,0,0,0,0,3,2,0,3,3,0,0,0,5,1463,3,23
0,0,127,1,0,12,1,918,0,1,1,1,3,1,7,4,12,0,0,0,8,103,1,128
0,0,1632,0,0,3,0,9,0,0,0,0,3,2,0,11,0,0,0,0,0,1463,3,226
2,1,265,1,0,12,1,14,0,0,0,0,3,1,1,6,533,0,0,0,1,68,2,2
0,1,2466,0,0,4,1,545,0,0,0,0,35,8,1,28,46,0,0,0,4,2161,13,83
0,0,15,3,0,13,0,15,0,0,0,0,6,5,1,24,32,1,0,0,0,15,7,14
0,1,3,0,0,539,1,8,0,0,0,0,840,2,0,3,3,0,0,0,2,3,3,131
0,1,27,1,0,12,1,14,0,0,0,0,3,2,1,437,145,0,0,0,1,26,2,2
0,0,2817,0,3,1183,1,1713,0,0,0,0,1067,9,1,28,46,0,0,0,12,2497,12,86
0,1,368,1,0,12,1,11,0,0,0,0,3,2,1,438,449,9,0,0,5,310,3,48
0,1,17,1,0,1,0,11,0,0,0,0,1,2,1,3,3,0,0,0,1,18,3,198
0,1,368,1,0,12,1,11,0,0,0,0,3,2,1,439,272,6,0,0,5,310,3,958
0,1,27,1,0,12,0,14,0,0,0,0,3,2,1,15,552,0,0,0,1,26,2,2
1,1,967,3,3,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,1632,0,0,3,0,1768,0,0,0,0,3,2,14,3,3,0,0,0,0,1463,3,30
2,1,265,1,0,12,1,14,0,0,0,0,3,1,1,440,533,0,0,0,1,68,2,2
0,0,2119,0,0,3,1,9,0,0,0,0,3,2,11,3,3,0,0,0,2,1870,3,107
1,1,2818,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,32,3,0,297,1,603,0,0,0,0,80,9,1,28,341,0,0,0,4,30,13,56
0,1,32,3,0,36,0,603,0,0,0,0,35,9,1,28,46,0,0,0,4,30,12,86
2,1,1335,3,0,12,0,67,0,0,0,0,3,1,1,0,0,0,0,0,1,1175,1,183
0,0,2747,0,3,19,1,308,0,0,0,0,128,8,1,19,23,0,0,0,4,2423,12,100
0,1,18,3,0,12,1,14,3,0,0,0,3,2,1,17,553,0,3,3,1,51,2,2
0,0,2819,2,0,15,1,2610,0,0,0,0,15,2,0,1,1,0,0,0,11,2498,3,47
1,1,27,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,1632,0,0,125,1,8,0,0,0,0,80,2,0,3,3,0,0,0,4,1463,3,230
0,0,149,0,0,3,1,1371,0,0,0,0,3,1,12,0,0,0,0,0,1,110,1,183
0,0,61,2,0,15,1,59,0,0,0,0,15,2,0,21,1,0,0,0,11,61,3,52
0,1,2820,1,0,12,1,11,0,0,0,0,3,2,1,441,179,6,0,0,5,2499,3,959
0,1,134,0,0,935,0,39,0,0,0,0,786,0,0,5,6,0,0,0,3,104,6,13
0,0,15,3,0,13,1,15,0,0,0,0,6,5,1,7,9,1,0,0,0,15,7,14
0,0,44,3,0,96,1,15,0,0,0,0,53,5,1,7,9,1,0,0,0,42,7,14
2,1,13,1,0,12,0,13,0,0,0,0,3,0,1,0,0,0,0,0,8,13,0,113
0,0,2318,0,0,3,1,173,0,0,0,0,3,8,1,19,313,0,0,0,0,2069,12,42
0,0,180,3,0,12,1,135,0,1,1,1,3,1,7,6,8,0,0,0,8,137,18,960
0,1,17,1,0,12,0,11,0,0,0,0,3,2,1,6,8,0,0,0,0,18,3,131
0,1,17,1,0,12,0,11,0,0,0,0,3,2,1,6,8,0,0,0,0,18,3,131
0,1,1786,0,0,3,0,39,0,0,0,0,3,0,14,5,6,0,0,0,3,1592,6,92
0,1,2821,103,0,3,1,3,0,0,0,0,3,2,0,15,17,0,0,0,0,1463,3,55
1,1,27,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
2,1,13,1,0,12,0,13,0,0,0,0,3,0,1,0,0,0,0,0,8,13,0,113
0,0,1632,0,2,3,0,262,0,0,0,0,3,2,0,11,0,0,0,0,3,1463,3,521
1,0,1786,0,0,3,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,2822,0,0,1262,1,115,0,0,0,0,6,8,1,28,37,0,0,0,16,2500,12,36
0,1,2823,0,0,1263,0,416,0,0,0,0,6,8,1,10,13,0,0,0,2,2501,13,596
0,0,1275,0,0,3,1,2611,0,0,0,0,3,1,0,5,14,0,0,0,8,1122,18,960
