host,dnt,user-agent,accept,accept-encoding,accept-language,ad,canvas,cookies,font-flash,language-flash,platform-flash,languages-js,platform,plugins,screen_width,screen_height,screen_depth,storage_local,storage_session,timezone,userAgent-js,webGLVendor,webGLRenderer
0,1,18,3,0,12,0,14,0,0,0,0,3,1,1,453,70,0,0,0,1,354,2,2
0,0,494,2,0,15,1,450,0,0,0,0,15,2,0,4,4,0,0,0,11,422,3,303
0,0,1582,0,0,1212,0,8,0,0,0,0,1026,2,5,3,3,0,0,0,4,1415,3,25
0,1,17,1,0,14,0,3370,0,0,0,0,14,2,1,3,3,0,0,0,4,18,3,729
0,0,3,0,0,3,1,3,0,0,0,0,3,2,14,3,3,0,0,0,4,1463,3,23
2,1,27,1,0,12,0,14,0,0,0,0,3,1,1,3,614,0,0,0,1,68,2,2
0,0,1722,0,0,3,0,39,0,0,0,0,3,0,0,5,6,0,0,0,5,1540,6,82
2,1,27,1,0,12,0,14,0,0,0,0,3,1,1,94,614,0,0,0,1,68,2,2
0,0,1632,0,0,3,0,3,0,0,0,0,3,2,14,3,3,0,0,0,4,1463,3,23
0,0,1632,0,0,3,1,4,0,0,0,0,3,2,0,15,17,0,0,0,0,1463,3,23
0,1,13,1,0,12,0,254,0,0,0,0,3,0,1,0,0,0,0,0,8,13,0,140
0,1,3501,0,0,250,0,123,0,1,1,1,192,2,93,11,0,0,0,0,12,3128,3,5
0,1,17,1,2,760,0,46,0,0,0,0,629,2,1,3,3,0,0,0,11,18,3,198
0,0,1632,0,0,3,1,3,0,0,0,0,3,2,0,4,12,0,0,0,0,1463,3,23
0,0,52,3,0,1390,0,3371,0,1,1,1,1176,1,7,3,3,0,0,0,4,434,1,58
0,1,3178,0,0,172,1,138,0,0,0,0,121,8,1,28,46,0,0,0,4,2603,12,36
0,0,490,2,0,15,1,447,0,0,0,0,15,2,0,4,5,0,0,0,11,419,3,296
2,0,217,3,0,12,1,1780,0,0,0,0,3,1,204,164,42,0,0,0,4,68,2,2
0,0,1632,0,0,3,1,4,0,0,0,0,3,2,42,3,7,0,0,0,3,1463,3,101
0,0,3502,2,0,73,0,1179,0,0,0,0,41,2,335,11,0,0,0,0,12,3129,3,30
0,0,305,2,0,15,1,274,0,0,0,0,15,2,0,1,1,0,0,0,11,250,3,175
2,1,27,1,0,12,0,14,0,0,0,0,3,1,1,3,614,0,0,0,1,68,2,2
1,1,27,3,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,82,3,0,565,1,511,0,0,0,0,23,9,1,24,92,0,0,0,4,84,13,56
2,0,27,3,0,12,0,14,0,0,0,0,3,1,1,17,83,0,0,0,1,68,2,2
0,0,153,3,0,12,1,3372,0,0,0,0,3,2,1,15,17,0,3,3,2,26,2,2
1,1,27,3,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,27,1,0,12,1,14,0,0,0,0,3,2,1,17,0,0,0,0,1,26,2,2
0,1,27,3,0,12,1,14,0,0,0,0,3,2,1,22,0,0,0,0,1,26,2,2
2,1,27,1,0,12,0,14,0,0,0,0,3,1,1,3,614,0,0,0,1,68,2,2
2,1,17,1,0,12,0,229,0,1,1,1,3,2,57,15,17,0,0,0,1,18,3,23
0,0,27,3,0,12,1,14,0,0,0,0,3,2,1,17,51,0,0,0,1,26,2,2
2,1,27,1,0,12,0,14,0,0,0,0,3,1,1,3,614,0,0,0,1,68,2,2
0,0,1632,0,0,1555,0,4,0,0,0,0,1332,2,0,15,17,0,0,0,4,1463,3,23
2,0,35,1,0,12,1,1609,0,0,0,0,3,1,1,5,6,0,0,0,7,33,16,1121
0,1,27,1,0,34,1,14,0,0,0,0,33,2,1,17,84,0,0,0,1,26,2,2
2,0,27,3,0,12,0,14,0,0,0,0,3,1,1,17,51,0,0,0,1,68,2,2
0,0,3503,1,0,12,0,811,0,1,1,1,3,2,88,4,12,0,0,0,3,3130,3,1122
0,1,13,1,0,12,1,13,0,0,0,0,3,0,1,29,18,0,0,0,3,13,0,12
0,0,67,0,0,1523,0,50,0,0,0,0,1301,0,0,0,0,0,0,0,2,67,0,4
0,0,364,2,0,15,1,333,0,0,0,0,15,2,0,3,3,0,0,0,11,306,3,223
0,0,5,3,0,124,0,5,0,0,0,0,79,0,34,6,8,0,0,0,4,5,0,251
0,1,17,1,2,760,1,46,0,0,0,0,629,2,1,3,3,0,0,0,11,18,3,198
0,0,1632,0,0,257,0,56,0,0,0,0,19,2,0,1,1,0,0,0,11,1463,3,70
2,1,27,1,0,12,0,14,0,0,0,0,3,1,1,3,614,0,0,0,1,68,2,2
0,1,27,1,0,12,0,14,0,0,0,0,3,2,1,3,115,0,0,0,1,26,2,2
0,0,1632,0,0,177,0,56,0,0,0,0,126,2,14,1,1,0,0,0,2,1463,3,18
2,1,27,1,0,12,0,14,0,0,0,0,3,1,1,3,616,0,0,0,1,68,2,2
1,0,1212,48,47,602,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,13,1,0,1,1,254,0,0,0,0,1,0,1,3,3,0,0,0,0,13,0,61
0,1,625,0,0,3,1,8,0,0,0,0,3,2,12,4,12,0,0,0,4,538,3,198
0,0,3504,120,108,1573,1,2031,0,0,0,0,6,1,1,15,17,0,3,3,2,3131,2,2
0,0,3505,0,0,115,1,8,0,0,0,0,33,2,1,518,307,0,0,0,12,3132,3,131
1,0,17,1,0,292,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,3506,0,0,125,1,395,0,0,0,0,80,8,1,28,12,0,0,0,4,3133,13,83
0,0,2138,0,0,1564,1,1139,0,0,0,0,1338,8,1,19,23,0,0,0,12,1890,13,83
0,0,1477,2,0,15,1,61,0,0,0,0,15,2,0,23,8,0,0,0,11,1307,3,281
0,0,3087,2,0,15,1,2847,0,0,0,0,15,2,0,4,5,0,0,0,11,2736,3,784
0,0,1506,2,0,15,1,1514,0,0,0,0,15,2,0,3,3,0,0,0,11,1337,3,694
0,1,17,1,0,12,1,11,0,0,0,0,3,2,1,3,3,0,0,0,0,18,3,97
0,0,3507,2,0,15,1,1806,0,0,0,0,15,2,0,23,8,0,0,0,11,3134,3,1123
0,0,175,3,0,13,1,15,0,0,0,0,6,5,1,7,9,1,0,0,4,133,7,14
0,0,3508,2,0,15,1,3373,0,0,0,0,15,2,0,21,1,0,0,0,11,3135,3,265
0,0,1632,0,0,3,1,3,0,0,0,0,3,2,0,4,12,0,0,0,0,1463,3,23
0,0,1632,0,0,316,1,3374,0,0,0,0,246,2,0,1,1,0,0,0,3,1463,3,10
0,0,1632,0,3,365,1,8,0,0,0,0,1016,2,0,3,3,0,0,0,4,1463,3,27
0,0,3509,0,0,1212,1,2566,0,0,0,0,1277,8,1,28,46,0,0,0,4,3136,13,144
0,0,3510,121,109,1574,1,3372,0,0,0,0,6,1,1,15,17,0,3,3,2,3137,2,2
0,0,35,1,0,12,0,176,0,0,0,0,3,1,1,3,3,0,0,0,11,33,1,1
0,0,1632,0,0,1212,1,8,0,0,0,0,1026,2,0,3,3,0,0,0,4,1463,3,198
0,0,1632,0,0,1575,1,123,0,0,0,0,1347,2,0,3,3,0,0,0,4,1463,3,5
0,0,989,0,0,3,0,114,0,0,0,0,3,0,0,6,8,0,0,0,0,869,6,216
0,0,1826,2,0,15,1,1790,0,0,0,0,15,2,0,4,94,0,0,0,11,1631,3,769
0,1,127,1,0,248,1,3375,0,0,0,0,188,1,1,3,3,0,0,0,4,103,18,649
1,1,82,3,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,1632,0,0,316,0,3376,0,0,0,0,246,2,0,1,1,0,0,0,3,1463,3,10
0,0,552,2,0,15,1,351,0,0,0,0,15,2,0,4,94,0,0,0,11,471,3,565
2,1,27,1,0,12,1,14,0,0,0,0,3,1,1,3,491,0,0,0,1,68,2,2
0,0,15,3,0,136,1,64,0,0,0,0,91,5,1,7,26,1,0,0,4,15,7,14
0,0,1895,0,0,3,0,325,0,0,0,0,3,0,0,3,3,0,0,0,0,1674,6,216
0,0,1632,0,0,4,1,8,0,0,0,0,35,2,0,3,3,0,0,0,4,1463,3,131
0,0,3511,2,0,15,1,451,0,0,0,0,15,2,0,6,8,0,0,0,11,3138,3,253
0,0,66,3,0,13,1,15,0,0,0,0,6,0,1,2,152,1,0,0,4,66,7,14
0,0,1632,0,0,1212,0,8,0,0,0,0,1026,2,0,3,3,0,0,0,4,1463,3,366
0,0,1632,0,0,115,0,8,0,0,0,0,33,2,0,3,3,0,0,0,27,1463,3,95
0,0,1786,0,0,3,0,27,0,0,0,0,6,0,14,5,6,0,0,0,11,1592,2,2
0,0,1632,0,0,1576,1,9,0,0,0,0,1348,2,0,15,17,0,0,0,2,1463,3,137
0,0,2476,2,0,15,1,1910,0,0,0,0,15,2,0,6,8,0,0,0,11,2170,3,1124
1,0,988,48,3,283,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,1632,0,0,761,1,8,0,0,0,0,630,2,0,3,3,0,0,0,2,1463,3,20
0,0,3512,2,0,15,1,514,0,0,0,0,15,2,0,3,7,0,0,0,11,3139,3,564
0,0,21,3,0,13,1,15,0,0,0,0,16,5,1,24,28,1,0,0,0,21,7,14
0,0,3513,3,0,12,1,1545,0,0,0,0,3,11,1,3,3,0,0,0,12,3140,2,2
0,0,1632,0,0,257,0,214,0,0,0,0,19,2,0,1,1,0,0,0,11,1463,3,111
0,0,14,3,0,14,1,14,0,0,0,0,14,4,1,28,290,0,0,0,1,14,2,2
0,0,1632,0,0,4,1,8,0,0,0,0,35,2,0,3,3,0,0,0,4,1463,3,131
0,0,11,1,0,11,1,11,0,0,0,0,11,2,1,3,3,0,0,0,4,11,3,131
0,0,35,1,0,12,1,34,0,0,0,0,3,1,1,3,3,0,0,0,41,33,1,134
1,0,14,3,0,14,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,15,3,0,13,1,15,0,0,0,0,6,5,1,7,26,1,0,0,0,15,7,14
2,1,17,1,0,12,0,3377,0,0,0,0,3,2,1,3,3,0,0,0,4,18,3,25
1,1,3514,0,0,3,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,3515,0,0,110,0,2000,0,1,1,1,67,2,336,43,17,0,0,0,2,3141,3,1125
2,1,17,1,0,12,0,3377,0,0,0,0,3,2,1,3,3,0,0,0,4,18,3,25
0,0,1988,2,0,15,1,88,0,0,0,0,15,2,0,4,94,0,0,0,11,1756,3,441
1,0,1212,48,47,602,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
1,1,27,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,3516,0,3,1136,1,1474,0,0,0,0,1349,8,1,28,72,0,0,0,4,3142,13,76
0,0,1823,0,0,18,0,27,0,0,0,0,16,1,14,3,3,0,0,0,1,1627,2,2
2,1,17,1,0,12,0,3377,0,0,0,0,3,2,1,3,3,0,0,0,4,18,3,25
0,1,3517,5,0,1182,0,123,0,0,0,0,999,2,12,5,6,0,0,0,4,3143,3,65
0,0,1632,0,0,115,0,8,0,0,0,0,33,2,0,3,3,0,0,0,27,1463,3,95
0,1,27,3,0,12,1,14,0,0,0,0,3,2,1,22,0,0,0,0,1,26,2,2
0,0,552,2,0,15,1,351,0,0,0,0,15,2,0,4,94,0,0,0,11,471,3,565
0,1,1632,0,0,1577,0,8,0,0,0,0,1350,2,0,3,3,0,0,0,4,1463,3,119
0,0,1845,2,0,15,1,1804,0,0,0,0,15,2,0,4,94,0,0,0,11,1645,3,362
0,1,27,3,0,12,1,14,0,0,0,0,3,2,1,22,0,0,0,0,1,26,2,2
0,0,127,1,0,14,0,34,0,0,0,0,14,1,1,3,3,0,0,0,4,103,1,58
0,1,1786,0,0,386,1,0,0,0,0,0,329,0,0,3,3,0,0,0,0,1592,0,12
0,0,1786,0,0,894,1,247,0,0,0,0,1351,0,0,3,7,0,0,0,0,1592,6,92
0,0,552,2,0,15,1,351,0,0,0,0,15,2,0,4,94,0,0,0,11,471,3,565
0,0,3518,0,3,1547,1,1186,0,0,0,0,1352,8,1,31,325,0,0,0,4,3144,12,100
0,0,164,3,2,13,1,860,0,0,0,0,6,5,1,7,26,1,0,0,0,121,7,14
0,1,17,1,0,12,0,11,0,1,1,1,3,2,6,5,6,0,0,0,4,18,3,20
0,1,3519,2,0,1547,0,3378,0,0,0,0,5,9,1,19,22,0,0,0,4,3145,13,69
0,0,1632,0,0,238,1,9,0,0,0,0,181,2,0,1,1,0,0,0,4,1463,3,481
0,0,1895,0,0,3,0,114,0,0,0,0,3,0,14,3,3,0,0,0,0,1674,0,195
0,0,15,3,0,13,1,15,0,0,0,0,6,5,1,7,9,1,0,0,0,15,7,14
0,1,3520,0,0,3,0,8,0,0,0,0,3,2,0,3,3,0,0,0,8,3146,3,290
0,0,3521,2,0,15,1,2166,0,0,0,0,15,2,0,23,8,0,0,0,11,3147,3,132
0,0,3522,0,3,19,1,708,0,0,0,0,128,8,1,28,199,0,0,0,4,3148,13,56
0,0,17,1,0,12,1,3379,0,0,0,0,3,2,1,3,3,0,0,0,4,18,19,148
0,0,3523,2,0,15,1,3380,0,0,0,0,15,2,0,6,8,0,0,0,11,3149,3,684
1,1,17,1,2,14,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,4,0,0,3,0,3,0,0,0,0,3,2,0,3,3,0,0,0,1,4,3,23
0,1,82,3,0,1304,1,1448,0,0,0,0,1099,9,1,57,325,0,0,0,4,84,12,451
0,1,1632,0,0,1578,0,8,0,0,0,0,1353,2,0,3,3,0,0,0,8,1463,3,95
0,1,1632,0,0,1578,1,8,0,0,0,0,1353,2,0,3,3,0,0,0,8,1463,3,95
2,0,27,3,0,12,1,14,0,0,0,0,3,1,1,17,2,0,0,0,1,68,2,2
0,0,280,0,0,238,0,1872,0,0,0,0,181,0,14,3,3,0,0,0,4,225,6,37
2,1,17,1,0,12,0,3381,0,0,0,0,3,2,1,3,3,0,0,0,4,18,3,25
0,1,1823,0,0,1110,0,221,0,0,0,0,938,1,0,3,3,0,0,0,1,1627,1,87
0,0,127,1,0,14,1,34,0,0,0,0,14,1,1,1,1,0,0,0,4,103,1,1126
1,1,77,1,0,21,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,3524,2,0,15,1,3382,0,0,0,0,15,2,0,21,1,0,0,0,11,3150,3,1038
0,0,53,1,0,12,1,163,0,0,0,0,3,2,1,2,77,0,0,0,4,154,3,247
0,0,14,3,0,6,1,14,0,0,0,0,23,4,1,24,96,0,0,0,1,14,2,2
0,0,1786,0,0,3,1,0,0,0,0,0,3,0,0,6,8,0,0,0,3,1592,0,12
0,0,3088,2,0,15,1,347,0,0,0,0,15,2,0,6,8,0,0,0,11,2737,3,832
2,1,17,1,0,12,0,3381,0,0,0,0,3,2,1,3,3,0,0,0,4,18,3,25
0,1,1632,0,0,3,1,3,0,0,0,0,3,2,0,3,3,0,0,0,0,1463,3,23
0,1,238,3,0,12,0,3383,0,0,0,0,3,1,1,3,3,0,0,0,0,189,2,2
2,1,17,1,0,12,0,3381,0,0,0,0,3,2,1,3,3,0,0,0,4,18,3,25
0,0,3525,1,0,12,1,163,0,0,0,0,3,3,1,2,77,0,0,0,4,3151,3,247
2,1,17,1,0,12,0,3384,0,0,0,0,3,2,1,3,3,0,0,0,4,18,2,2
0,0,552,2,0,15,1,351,0,0,0,0,15,2,0,4,94,0,0,0,11,471,3,565
0,0,4,1,0,12,1,163,0,0,0,0,3,3,1,2,77,0,0,0,4,4,3,247
2,1,17,1,0,12,0,3384,0,0,0,0,3,2,1,3,3,0,0,0,4,18,2,2
0,0,1632,0,0,238,0,3385,0,0,0,0,181,2,0,1,1,0,0,0,32,1463,21,349
0,1,419,3,0,12,1,14,0,0,0,0,3,1,1,1,1,0,3,3,1,354,2,2
0,0,3526,2,0,15,1,1789,0,0,0,0,15,2,0,23,8,0,0,0,11,3152,3,74
0,0,1477,2,0,15,1,61,0,0,0,0,15,2,0,23,8,0,0,0,11,1307,3,281
0,1,1632,0,0,238,0,3386,0,0,0,0,181,2,0,1,1,0,0,0,32,1463,19,345
0,0,890,3,0,136,0,245,0,0,0,0,91,12,1,41,5,1,0,0,4,783,7,14
0,0,2094,5,0,6,1,236,0,0,0,0,6,1,1,27,2,0,0,0,16,1847,3,5
2,1,17,1,0,12,0,3384,0,0,0,0,3,2,1,3,3,0,0,0,4,18,2,2
2,1,17,1,0,12,0,3384,0,0,0,0,3,2,1,3,3,0,0,0,4,18,2,2
2,0,15,3,0,13,1,15,0,0,0,0,6,5,1,7,26,1,0,0,0,15,7,14
0,0,738,3,0,12,1,3387,0,0,0,0,3,0,1,5,14,0,0,0,0,888,6,551
2,1,17,1,0,12,0,3388,0,0,0,0,3,2,1,3,3,0,0,0,4,18,2,2
0,0,3527,2,0,15,1,2876,0,0,0,0,15,2,0,3,3,0,0,0,11,3153,3,1127
2,1,27,1,0,12,0,14,0,0,0,0,3,2,1,319,234,0,0,0,1,26,2,2
2,1,17,1,0,12,0,3384,0,0,0,0,3,2,1,3,3,0,0,0,4,18,2,2
1,0,3374,48,46,6,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
2,1,147,1,0,12,0,3389,0,0,0,0,3,1,1,1,1,0,0,0,8,109,1,183
0,1,3528,122,0,12,0,3390,0,0,0,0,3,1,1,3,3,0,0,0,0,3154,2,2
0,1,1632,0,0,1244,0,9,0,0,0,0,1054,2,0,3,3,0,0,0,2,1463,3,107
0,0,3529,5,0,1579,0,933,0,0,0,0,380,8,1,28,12,0,0,0,4,3155,12,115
0,0,1506,2,0,15,1,1514,0,0,0,0,15,2,0,3,3,0,0,0,11,1337,3,694
1,0,597,48,49,303,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,3530,1,0,12,1,14,0,0,0,0,3,0,1,1,1,0,0,0,1,3156,2,2
0,0,1632,0,0,3,1,3391,0,0,0,0,3,2,0,46,6,0,0,0,1,1463,3,1128
0,1,3531,0,0,441,1,1229,0,0,0,0,357,4,1,28,12,0,0,0,4,3157,13,83
0,0,1632,0,0,3,0,8,0,0,0,0,3,2,14,46,6,0,0,0,1,1463,3,1128
0,1,53,3,0,12,0,3392,0,0,0,0,3,11,1,4,4,0,0,0,4,154,2,2
0,0,2119,0,0,115,0,8,0,1,1,1,33,2,48,3,3,0,0,0,12,1870,3,143
0,0,431,2,0,15,1,551,0,0,0,0,15,2,0,2,1,0,0,0,11,363,3,768
0,0,1823,0,0,24,0,1584,0,0,0,0,23,1,14,3,591,0,0,0,4,1627,3,5
0,0,1632,0,0,3,0,27,0,0,0,0,3,2,14,46,6,0,0,0,1,1463,2,2
0,0,15,3,0,474,1,64,0,0,0,0,380,5,1,7,26,1,0,0,4,15,7,14
0,1,17,1,0,12,0,165,0,1,1,1,3,2,6,3,3,0,0,0,0,18,3,25
0,0,3532,2,0,15,1,57,0,0,0,0,15,2,0,6,8,0,0,0,11,3158,3,1129
0,1,17,1,0,12,1,205,0,1,1,1,3,2,6,5,6,0,0,0,1,18,3,1128
0,1,17,1,0,12,1,205,0,1,1,1,3,2,6,5,6,0,0,0,1,18,3,1128
2,0,212,3,0,13,1,64,0,0,0,0,6,5,1,7,26,1,0,0,3,165,7,14
0,1,17,1,0,12,0,165,0,1,1,1,3,2,6,3,3,0,0,0,0,18,3,25
1,0,14,3,0,14,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,1714,0,0,3,1,45,0,0,0,0,3,8,1,28,72,0,0,0,0,1534,12,49
0,0,15,3,0,96,1,15,3,0,0,0,53,5,1,7,26,1,3,3,0,15,7,14
2,0,1918,0,3,19,1,1474,0,0,0,0,128,8,1,28,37,0,0,0,1,1692,13,56
0,0,1632,0,0,3,1,3393,0,0,0,0,3,2,0,46,6,0,0,0,1,1463,3,1128
0,0,76,2,0,19,0,3394,0,0,0,0,18,8,1,19,340,0,0,0,1,78,2,2
1,1,17,48,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
1,1,17,48,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,3170,2,0,15,1,333,0,0,0,0,15,2,0,3,3,0,0,0,11,2823,3,78
1,0,153,48,0,14,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,32,3,0,1,1,180,0,0,0,0,1,9,1,24,192,0,0,0,1,30,12,42
1,0,153,48,0,14,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,1477,2,0,15,1,61,0,0,0,0,15,2,0,23,8,0,0,0,11,1307,3,281
0,0,78,0,0,3,1,123,0,0,0,0,3,2,0,3,3,0,0,0,4,80,3,5
0,0,66,3,0,170,1,15,0,0,0,0,119,0,1,26,34,1,0,0,4,66,7,14
0,0,1632,0,0,4,1,8,0,0,0,0,35,2,0,3,3,0,0,0,4,1463,3,131
0,0,82,3,0,1,1,511,0,0,0,0,1,9,1,24,75,0,0,0,1,84,12,60
0,1,1895,0,0,3,1,114,0,0,0,0,3,0,0,3,3,0,0,0,8,1674,0,91
0,1,3533,0,0,19,1,173,0,0,0,0,18,8,1,19,39,0,0,0,1,3159,12,60
0,1,779,3,0,425,1,510,0,0,0,0,5,9,1,24,75,0,0,0,1,680,12,60
0,0,3534,2,0,19,1,509,0,0,0,0,18,9,1,19,39,0,0,0,1,3160,12,60
2,0,217,3,0,1,1,67,0,0,0,0,1,1,1,3,3,0,0,0,1,68,1,235
0,0,32,3,0,12,1,254,0,0,0,0,3,4,1,346,61,1,0,0,8,30,6,551
0,0,3535,0,0,3,1,9,0,0,0,0,3,2,13,3,3,0,0,0,3,3161,3,1130
0,0,3534,2,0,19,1,509,0,0,0,0,18,9,1,19,39,0,0,0,1,3160,12,60
0,1,11,1,0,14,1,3395,0,0,0,0,14,2,1,15,17,0,0,0,4,11,3,3
0,0,3534,2,0,19,1,509,0,0,0,0,18,9,1,19,39,0,0,0,1,3160,12,60
0,0,456,2,0,15,1,2824,0,0,0,0,15,2,0,6,8,0,0,0,11,385,3,832
0,0,1632,0,0,1212,0,4,0,0,0,0,1026,2,0,1,1,0,0,0,4,1463,3,101
0,0,1480,2,0,15,1,787,0,0,0,0,15,2,0,21,1,0,0,0,11,1311,3,678
0,1,27,1,0,1580,0,14,0,0,0,0,304,2,1,519,72,0,0,0,1,26,2,2
0,1,17,1,0,292,0,11,0,0,0,0,226,2,1,1,1,0,0,0,4,18,3,101
0,0,11,1,0,12,0,35,0,0,0,0,3,2,1,3,3,0,0,0,0,11,3,552
0,1,27,1,0,1580,0,14,0,0,0,0,304,2,1,2,55,0,0,0,1,26,2,2
0,0,773,3,0,22,1,127,0,0,0,0,21,2,21,495,599,0,0,0,4,673,17,63
0,0,1632,0,0,115,0,8,0,0,0,0,33,2,0,5,6,0,0,0,2,1463,3,131
0,1,3536,0,0,511,0,27,0,0,0,0,411,8,1,520,466,0,0,0,18,3162,2,2
2,0,3129,2,0,4,1,1145,0,0,0,0,35,2,0,3,3,0,0,0,4,2782,3,452
0,0,11,1,0,12,0,35,0,0,0,0,3,2,1,3,3,0,0,0,0,11,3,552
0,1,17,1,0,12,0,11,0,0,0,0,3,2,1,1,1,0,0,0,4,18,3,101
0,0,1632,0,0,1581,0,4,0,0,0,0,1354,2,0,1,1,0,0,0,4,1463,3,101
0,0,134,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,104,0,113
2,0,3129,2,0,4,1,1145,0,0,0,0,35,2,0,3,3,0,0,0,4,2782,3,452
0,0,11,1,0,12,0,35,0,0,0,0,3,2,1,3,3,0,0,0,0,18,3,552
0,1,3537,0,0,40,0,27,0,0,0,0,39,8,1,19,29,0,0,0,0,3163,2,2
0,1,1773,0,0,244,0,272,0,0,0,0,217,2,0,15,264,0,0,0,0,1744,3,30
2,0,27,3,0,12,0,14,0,0,0,0,3,1,1,17,0,0,0,0,1,68,2,2
0,0,35,1,0,1,1,2798,0,0,0,0,1,1,1,3,3,0,0,0,2,33,1,183
0,0,3531,0,0,19,0,1229,0,0,0,0,18,4,1,28,12,0,0,0,4,3157,13,83
0,1,17,1,0,12,1,3396,0,1,1,1,3,2,6,5,6,0,0,0,1,18,3,1128
0,0,35,1,0,1,1,2798,0,0,0,0,1,1,1,3,3,0,0,0,2,33,1,183
0,1,1632,0,0,238,0,4,0,0,0,0,181,2,0,15,17,0,0,0,4,1463,3,63
2,0,678,0,0,4,1,8,0,1,1,1,35,2,48,3,3,0,0,0,4,589,3,143
0,0,14,3,0,12,1,14,0,0,0,0,3,4,1,28,2,0,0,0,1,14,2,2
2,0,27,3,0,12,0,14,0,0,0,0,3,1,1,88,0,0,0,0,1,68,2,2
2,0,27,3,0,12,0,14,0,0,0,0,3,1,1,52,0,0,0,0,1,68,2,2
2,0,27,3,0,12,0,14,0,0,0,0,3,1,1,88,0,0,0,0,1,68,2,2
0,0,35,1,0,1,1,3397,0,0,0,0,1,1,1,3,3,0,0,0,2,33,3,1067
2,0,27,3,0,12,0,14,0,0,0,0,3,1,1,17,0,0,0,0,1,68,2,2
0,1,3538,0,3,19,1,1186,0,0,0,0,128,8,1,19,340,0,0,0,1,3164,12,42
0,1,14,3,0,12,1,14,3,0,0,0,3,4,1,28,2,0,3,3,1,14,2,2
2,0,27,3,0,12,0,14,0,0,0,0,3,1,1,52,617,0,0,0,1,68,2,2
0,1,13,1,0,248,1,13,0,0,0,0,188,0,1,4,4,0,0,0,4,13,0,4
2,0,27,3,0,12,0,14,0,0,0,0,3,1,1,52,0,0,0,0,1,68,2,2
0,0,32,3,0,1,1,180,0,0,0,0,1,9,1,24,192,0,0,0,1,30,12,42
0,1,27,3,0,12,0,14,0,0,0,0,3,2,1,3,3,0,0,0,1,26,2,2
0,0,1576,2,0,15,1,1589,0,0,0,0,15,2,0,21,1,0,0,0,11,1409,3,710
0,1,14,3,0,12,1,14,0,0,0,0,3,4,1,28,2,0,0,0,1,14,2,2
0,0,1823,0,0,18,0,886,0,0,0,0,16,1,14,3,3,0,0,0,1,1627,3,5
0,0,1823,0,0,18,0,886,0,0,0,0,16,1,14,3,3,0,0,0,1,1627,3,5
0,1,4,0,0,1582,1,9,0,1,1,1,1355,2,337,5,6,0,0,0,4,4,3,8
2,0,27,3,0,12,0,14,0,0,0,0,3,1,1,17,0,0,0,0,1,68,2,2
0,0,201,0,0,3,0,83,0,0,0,0,3,0,14,4,4,0,0,0,0,156,0,61
0,0,1480,2,0,15,1,787,0,0,0,0,15,2,0,21,1,0,0,0,11,1311,3,678
0,0,1823,0,0,18,0,3398,0,0,0,0,16,1,14,3,3,0,0,0,1,1627,3,5
0,0,1823,0,0,18,0,3399,0,0,0,0,16,1,14,3,3,0,0,0,1,1627,3,5
0,1,13,1,0,248,1,13,0,0,0,0,188,0,1,4,4,0,0,0,4,13,0,4
0,0,562,1,0,12,1,254,0,0,0,0,3,0,1,46,6,0,0,0,3,480,6,551
0,0,1315,3,2,12,1,3400,0,0,0,0,3,5,1,7,26,1,0,0,5,1157,6,551
0,0,2003,3,2,12,1,3401,0,0,0,0,3,5,1,7,26,1,0,0,5,2956,6,551
0,0,3531,0,0,19,0,1229,0,0,0,0,18,4,1,28,12,0,0,0,4,3157,13,83
0,0,32,3,0,12,1,3402,0,0,0,0,3,4,1,28,37,1,0,0,5,30,6,551
0,1,17,1,0,12,0,267,0,1,1,1,3,2,6,3,3,0,0,0,8,18,3,330
0,1,13,1,0,248,1,13,0,0,0,0,188,0,1,4,4,0,0,0,4,13,0,4
0,1,13,1,0,248,1,13,0,0,0,0,188,0,1,4,4,0,0,0,4,13,0,4
